,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Kmeans_7,Cat
2543,467693,Male,Yes,59,Yes,Entertainment,5.0,High,5.0,Cat_6,1,Cat_1
2544,467694,Male,Yes,56,Yes,Executive,0.0,High,2.0,Cat_6,1,Cat_1
2545,467699,Female,Yes,29,Yes,Doctor,0.0,Average,2.0,Cat_4,5,Cat_5
2548,467707,Male,Yes,89,Yes,Lawyer,7.0,High,2.0,Cat_6,1,Cat_1
2549,467710,Female,No,38,Yes,Artist,9.0,Low,4.0,Cat_6,3,Cat_3
2550,467715,Male,Yes,45,Yes,Executive,4.0,High,3.0,Cat_6,1,Cat_1
2551,467721,Male,No,37,Yes,Entertainment,0.0,Low,1.0,Cat_4,0,Cat_0
2552,467723,Male,Yes,74,No,Executive,1.0,Low,7.0,Cat_6,4,Cat_4
2553,467726,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,1,Cat_1
2554,467727,Male,Yes,53,Yes,Artist,7.0,High,4.0,Cat_3,1,Cat_1
2555,467728,Female,Yes,43,No,Engineer,0.0,High,5.0,Cat_6,1,Cat_1
2556,467729,Male,Yes,62,Yes,Entertainment,2.0,Average,6.0,Cat_6,6,Cat_6
2557,467733,Male,Yes,56,No,Executive,8.0,High,3.0,Cat_6,1,Cat_1
2558,467734,Male,Yes,88,Yes,Lawyer,3.0,High,2.0,Cat_6,1,Cat_1
2559,467735,Male,No,28,Yes,Doctor,0.0,Low,2.0,Cat_6,0,Cat_0
2560,467737,Female,Yes,51,Yes,Entertainment,5.0,Average,2.0,Cat_6,5,Cat_5
2561,467739,Female,Yes,60,No,Artist,0.0,Average,4.0,Cat_6,5,Cat_5
2562,467740,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
2563,467741,Male,No,23,No,Healthcare,1.0,Low,3.0,Cat_4,2,Cat_2
2564,467749,Male,No,20,No,Healthcare,0.0,Low,9.0,Cat_7,2,Cat_2
2565,467763,Female,No,50,Yes,Artist,1.0,Low,1.0,Cat_2,3,Cat_3
2566,467767,Female,No,21,No,Marketing,4.0,Low,4.0,Cat_6,2,Cat_2
2567,467768,Male,Yes,62,Yes,Doctor,0.0,Average,2.0,Cat_6,6,Cat_6
2568,467769,Female,No,36,Yes,Doctor,1.0,Low,1.0,Cat_3,3,Cat_3
2569,467772,Female,No,31,No,Marketing,0.0,Low,2.0,Cat_6,2,Cat_2
2570,467779,Male,Yes,52,Yes,Doctor,4.0,Average,3.0,Cat_6,6,Cat_6
2571,467789,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6,2,Cat_2
2573,467802,Female,Yes,48,Yes,Artist,1.0,High,5.0,Cat_6,5,Cat_5
2574,467803,Female,Yes,40,Yes,Entertainment,6.0,Average,2.0,Cat_6,5,Cat_5
2575,467806,Male,Yes,55,Yes,Artist,1.0,High,2.0,Cat_6,1,Cat_1
2576,467808,Female,Yes,62,Yes,Artist,1.0,Average,2.0,Cat_6,5,Cat_5
2577,467812,Male,No,48,Yes,Artist,0.0,Low,1.0,Cat_2,0,Cat_0
2578,467813,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_4,4,Cat_4
2579,467815,Female,Yes,73,Yes,Artist,0.0,Low,2.0,Cat_6,5,Cat_5
2580,467825,Female,No,23,No,Marketing,0.0,Low,8.0,Cat_6,2,Cat_2
2581,467828,Female,Yes,25,Yes,Artist,0.0,Average,2.0,Cat_2,5,Cat_5
2582,467838,Male,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_6,6,Cat_6
2583,467848,Male,No,37,Yes,Artist,14.0,Low,1.0,Cat_6,0,Cat_0
2584,467849,Female,Yes,39,Yes,Doctor,0.0,Low,1.0,Cat_2,3,Cat_3
2585,467852,Female,No,39,Yes,Artist,12.0,Low,1.0,Cat_6,3,Cat_3
2586,467856,Male,Yes,58,Yes,Artist,0.0,Low,2.0,Cat_6,4,Cat_4
2587,467860,Female,No,33,Yes,Entertainment,0.0,Low,1.0,Cat_7,3,Cat_3
2589,467864,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,Cat_6,1,Cat_1
2590,467865,Female,No,40,Yes,Artist,2.0,Low,1.0,Cat_4,3,Cat_3
2591,467868,Female,Yes,66,Yes,Entertainment,0.0,High,2.0,Cat_6,1,Cat_1
2592,467876,Female,Yes,50,Yes,Artist,9.0,High,2.0,Cat_6,5,Cat_5
2594,467880,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
2595,467882,Female,No,39,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
2596,467883,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,5,Cat_5
2597,467888,Male,No,29,No,Doctor,0.0,Low,4.0,Cat_6,2,Cat_2
2598,467891,Female,No,29,Yes,Doctor,0.0,Low,5.0,Cat_6,3,Cat_3
2599,467892,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6,2,Cat_2
2600,467894,Male,Yes,57,Yes,Artist,1.0,Average,2.0,Cat_6,6,Cat_6
2601,467895,Female,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,3,Cat_3
2602,467898,Female,Yes,69,Yes,Artist,1.0,Low,1.0,Cat_6,3,Cat_3
2603,467901,Female,No,28,Yes,Entertainment,0.0,Low,4.0,Cat_6,3,Cat_3
2604,467904,Female,No,31,Yes,Artist,14.0,Low,1.0,Cat_6,3,Cat_3
2605,467905,Male,Yes,37,Yes,Executive,0.0,High,3.0,Cat_6,1,Cat_1
2606,467911,Male,Yes,58,Yes,Healthcare,0.0,Low,4.0,Cat_6,4,Cat_4
2607,467913,Male,Yes,48,Yes,Artist,3.0,Low,1.0,Cat_6,4,Cat_4
2608,467915,Female,No,18,No,Doctor,1.0,Low,4.0,Cat_6,2,Cat_2
2609,467917,Female,No,27,Yes,Healthcare,2.0,Low,4.0,Cat_1,3,Cat_3
2610,467927,Male,No,30,Yes,Doctor,8.0,Low,6.0,Cat_2,0,Cat_0
2611,467929,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,5,Cat_5
2612,467930,Male,Yes,45,Yes,Entertainment,4.0,Average,2.0,Cat_6,6,Cat_6
2613,467932,Female,No,26,No,Healthcare,1.0,Low,4.0,Cat_6,2,Cat_2
2614,467933,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
2615,467934,Female,No,42,Yes,Artist,0.0,Low,1.0,Cat_6,3,Cat_3
2616,467938,Male,Yes,46,Yes,Entertainment,5.0,Low,1.0,Cat_2,4,Cat_4
2617,467940,Female,No,27,No,Marketing,8.0,Low,4.0,Cat_2,2,Cat_2
2618,467946,Female,Yes,42,Yes,Artist,0.0,Low,2.0,Cat_6,5,Cat_5
2619,467948,Female,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,2,Cat_2
2620,467949,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_4,2,Cat_2
2621,467950,Female,No,35,Yes,Entertainment,1.0,Low,2.0,Cat_6,3,Cat_3
2622,467954,Male,No,29,No,Healthcare,9.0,Low,4.0,Cat_6,2,Cat_2
2623,467958,Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_6,3,Cat_3
2625,467961,Male,Yes,47,Yes,Executive,1.0,High,5.0,Cat_4,1,Cat_1
2626,467968,Female,No,43,Yes,Healthcare,9.0,Low,3.0,Cat_7,3,Cat_3
